date,tempC,tempF,humid,heatindex
20050612,21.6,70.8,70.5,21.58
20050613,24.5,76.2,62,24.53
20050614,24.5,76.1,59.4,24.48
20050615,21.4,70.5,67.5,21.39
20050616,21.1,70,68.2,21.11
20050617,22.5,72.5,69.1,22.48
20050618,23.1,73.6,69,23.13
20050619,23.5,74.3,66.4,23.52
20050620,23.6,74.4,66.6,23.56
20050621,24.4,76,67.5,24.42
20050622,24.2,75.6,68.5,24.2
20050623,24.3,75.8,67.4,24.31
20050624,25.7,78.2,65.8,25.66
20050625,25.3,77.6,66.2,25.33
20050626,24.9,76.9,73.6,24.93
20050627,22.8,73,90,22.78
20050628,23.6,74.4,72.9,23.56
20050629,22.8,73.1,88.3,22.83
20050630,25.5,77.8,81.6,25.47
20050701,23.9,75.1,84.4,23.93
20050702,24,75.2,86.7,24.01
20050703,21.6,71,91.8,21.65
20050704,24,75.2,72.1,24.02
20050705,23.1,73.6,79.8,23.14
20050706,24.5,76.1,73.6,24.51
20050707,24.2,75.6,73.5,24.2
20050708,25,77.1,72,25.05
20050709,22.5,72.5,88.2,22.52
20050710,23.6,74.5,77.2,23.63
20050711,21,69.8,87.8,20.98
20050712,22.9,73.2,71,22.87
20050713,23.3,74,78.4,23.33
20050714,25,77,71.2,25.01
20050715,25.6,78.1,71.5,25.61
20050716,26.1,78.9,74.8,26.07
20050717,24.9,76.8,79.4,24.86
20050718,26.3,79.3,75.2,26.28
20050719,26.5,79.7,74.9,26.49
20050720,26.9,80.5,74.4,29.11
20050721,27.1,80.7,72.9,29.2
20050722,28.9,84.1,67.9,32.19
20050723,30.1,86.1,67.5,34.6
20050724,29.2,84.5,71.9,33.44
20050725,27.9,82.2,70.6,30.54
20050726,27.4,81.4,67.8,29.4
20050727,26.9,80.5,72.8,28.94
20050728,23.3,74,89.7,23.31
20050729,25.2,77.3,77.2,25.16
20050730,26.2,79.1,76.8,26.16
20050731,26.8,80.3,71.3,28.69
20050801,25.2,77.3,84.3,25.19
20050802,26.4,79.5,79,26.41
20050803,24.7,76.5,87.3,24.73
20050804,28.3,82.9,71.5,31.41
20050805,29.4,84.9,69.2,33.38
20050806,29.1,84.3,69.7,32.83
20050807,27,80.6,72,29.06
20050808,26.2,79.1,79.5,26.18
20050809,26.4,79.6,75.9,26.42
20050810,25.2,77.3,84.8,25.19
20050811,25.1,77.1,85.6,25.06
20050812,25.9,78.6,85.1,25.91
20050813,27.1,80.8,78.3,29.79
20050814,27.4,81.4,74.3,30.08
20050815,27.2,80.9,77.9,29.92
20050816,28.2,82.8,74.3,31.8
20050817,28.1,82.6,74.4,31.53
20050818,25.9,78.7,78.6,25.92
20050819,21.7,71.1,85.3,21.73
20050820,23,73.3,66.3,22.96
20050821,23.8,74.9,61.8,23.83
20050822,23.2,73.8,68.8,23.23
20050823,24.1,75.3,48,24.08
20050824,21.1,70,56.9,21.11
20050825,17.5,63.5,93.4,17.51
20050826,20.8,69.5,77.2,20.81
20050827,23.6,74.5,73.5,23.6
20050828,23,73.3,81.1,22.96
20050829,24.6,76.2,74,24.57
20050830,24.2,75.5,76,24.19
20050831,25.4,77.7,70,25.4
20050901,27,80.5,72,28.96
20050902,25.4,77.7,79.6,25.39
20050903,23.8,74.9,68.4,23.85
20050904,22.6,72.7,62.8,22.6
20050905,22.3,72.2,48.8,22.33
20050906,21.9,71.3,52.3,21.86
20050907,23.2,73.7,58.9,23.16
20050908,24.2,75.5,67.3,24.18
20050909,22.6,72.8,80.2,22.64
20050910,23.8,74.9,74,23.83
20050911,26.1,78.9,67.4,26.05
20050912,25.7,78.3,67.6,25.74
20050913,20.9,69.6,84.2,20.91
20050914,20.1,68.2,73.4,20.1
20050915,21.3,70.3,61.4,21.28
20050916,22.6,72.6,63.6,22.55
20050917,22.6,72.7,84.3,22.62
20050918,22.8,73,79.8,22.75
20050919,20.3,68.5,80,20.27
20050920,19.8,67.7,74.5,19.83
20050921,16.4,61.4,84.5,16.36
20050922,16.8,62.3,87.3,16.82
20050923,19.9,67.8,74.3,19.87
20050924,20.8,69.5,66.8,20.82
20050925,20.4,68.8,65.6,20.44
20050926,21,69.8,66.1,20.98
20050927,21.1,70,66.4,21.1
20050928,20.9,69.6,64.8,20.88
20050929,20.5,69,60.4,20.53
20050930,17.8,64,86.7,17.8
20051001,20.1,68.2,90.9,20.09
20051002,19.6,67.3,66.4,19.6
20051003,16.5,61.7,57.8,16.52
20051004,16.8,62.2,58.5,16.76
20051005,16.5,61.8,59.7,16.54
20051006,17.4,63.3,57.5,17.4
20051007,14.6,58.3,83,14.6
20051008,16.2,61.1,72.5,16.15
20051009,16.1,61,71.9,16.11
20051010,17.3,63.2,64.2,17.34
20051011,17.3,63.2,63.6,17.33
20051012,17.5,63.5,65.1,17.5
20051013,17.3,63.2,68.8,17.34
20051014,15.3,59.6,51.3,15.33
20051015,14.5,58,52.5,14.46
20051016,14.4,57.9,56.5,14.37
20051017,15.4,59.7,66.2,15.41
20051018,15.6,60,71.5,15.57
20051019,15.6,60.1,66.1,15.61
20051020,15.8,60.5,61.1,15.82
20051021,12.9,55.2,76.8,12.88
20051022,8.4,47.1,49.4,8.38
20051023,9.2,48.5,52.8,9.17
20051024,12.3,54.1,65.5,12.3
20051025,14.2,57.5,67.3,14.17
20051026,14.9,58.8,66.3,14.9
20051027,14.7,58.4,74.3,14.65
20051028,12.8,55,70.3,12.8
20051029,9.3,48.7,55.7,9.27
20051030,7.9,46.1,64.4,7.85
20051031,9.5,49.1,58.8,9.52
20051101,12.2,53.9,67.2,12.15
20051102,14.2,57.5,66.1,14.17
20051103,15.9,60.6,68.1,15.88
20051104,16.4,61.5,72.8,16.39
20051105,16.5,61.8,71.1,16.54
20051106,14.9,58.7,77.2,14.86
20051107,10.4,50.7,45.5,10.4
20051108,8.9,48,51.1,8.89
20051109,10.4,50.7,53.2,10.39
20051110,13.6,56.5,71.8,13.59
20051111,13.3,55.9,45.7,13.29
20051112,9.1,48.4,34.8,9.11
20051113,8.9,48,46.3,8.88
20051114,6,42.7,35.9,5.95
20051115,3.4,38.1,37.1,3.38
20051116,3.1,37.6,38.2,3.14
20051117,3.4,38.1,38.2,3.38
20051118,3.6,38.4,39.5,3.58
20051119,2.9,37.1,37.3,2.85
20051120,3.3,38,47.7,3.35
20051121,5.9,42.6,61.2,5.89
20051122,4.7,40.5,47.8,4.71
20051123,8.5,47.2,58,8.45
20051124,8.6,47.6,54,8.65
20051125,8.3,46.9,62.9,8.28
20051126,8.1,46.6,71.3,8.13
20051127,8.5,47.2,77,8.46
20051128,7.3,45.1,74.3,7.28
20051129,3.4,38,56.3,3.35
20051130,3.5,38.2,53,3.46
20051201,5.7,42.2,60.8,5.65
20051202,1.5,34.6,48.4,1.45
20051203,-0.6,30.8,43.9,-0.65
20051204,-4.6,23.7,63.1,-4.6
20051205,-5.4,22.3,52.1,-5.4
20051206,-2.5,27.5,64.5,-2.48
20051207,-1.7,28.9,63.1,-1.74
20051208,-2.3,27.8,54.7,-2.34
20051209,-1.7,29,51.2,-1.67
20051210,-2.2,28,40.2,-2.23
20051211,-6.4,20.5,41.8,-6.4
20051212,-7.8,18,45,-7.8
20051213,-8.7,16.4,42.8,-8.66
20051214,-5.9,21.3,46.3,-5.92
20051215,-4.9,23.2,54.9,-4.87
20051216,-3.2,26.2,50.4,-3.2
20051217,-9.1,15.6,31.9,-9.1
20051218,-9.7,14.6,58.1,-9.68
20051219,-5.2,22.7,60.6,-5.16
20051220,-3.2,26.3,50.7,-3.16
20051221,-5.5,22.2,57.2,-5.46
20051222,-7.1,19.3,53.3,-7.06
20051223,-3.1,26.5,71.5,-3.06
20051224,-4.3,24.2,38.7,-4.34
20051225,-1.3,29.6,51.5,-1.34
20051226,-7.4,18.7,42.6,-7.4
20051227,-7,19.5,42.3,-6.97
20051228,-5.2,22.7,38.3,-5.15
20051229,-3.1,26.4,47.8,-3.1
20051230,0,32.1,65,0.04
20051231,1.1,33.9,62.1,1.08
20060101,1.4,34.6,78.5,1.42
20060102,0.5,32.9,75.2,0.51
20060103,-2.2,28,38.4,-2.24
20060104,-6,21.2,42.9,-5.98
20060105,-7.1,19.3,38.6,-7.05
20060106,-7.6,18.4,44,-7.57
20060107,-6.4,20.5,39.3,-6.4
20060108,-4.2,24.4,43,-4.23
20060109,-1.9,28.6,53.6,-1.9
20060110,0,32.1,74,0.04
20060111,-1.3,29.8,46.9,-1.25
20060112,1.1,33.9,45.2,1.06
20060113,4.1,39.3,93.4,4.08
20060114,4.3,39.8,74.2,4.32
20060115,3.9,39.1,69.3,3.92
20060116,1.7,35.1,70.1,1.72
20060117,1.4,34.4,50.5,1.35
20060118,1.4,34.5,54,1.41
20060119,2.2,36,57,2.2
20060120,2.6,36.7,54.3,2.62
20060121,1.3,34.3,49.7,1.27
20060122,-2.6,27.3,38.8,-2.59
20060123,-4.6,23.7,43,-4.61
20060124,-3.3,26,44.5,-3.32
20060125,-0.9,30.4,46.5,-0.88
20060126,0.2,32.3,60.1,0.19
20060127,1.5,34.7,63.3,1.53
20060128,1.2,34.2,53.5,1.2
20060129,4,39.2,57,4
20060130,5.1,41.2,66.3,5.1
20060131,3.8,38.8,79.3,3.78
20060201,2.3,36.1,63,2.28
20060202,-2.3,28,46.3,-2.25
20060203,-11.4,11.4,38.1,-11.44
20060204,-9.6,14.8,37.4,-9.58
20060205,-5.7,21.7,36.8,-5.73
20060206,-0.2,31.6,28.7,-0.22
20060207,-0.6,31,78.2,-0.57
20060208,-6.8,19.7,54.6,-6.84
20060209,-5.2,22.7,64.3,-5.15
20060210,1.1,34.1,65,1.14
20060211,1.6,34.9,56.4,1.59
20060212,-1.9,28.6,41.4,-1.9
20060213,3.8,38.9,46.8,3.83
20060214,5.6,42.1,90.5,5.61
20060215,4.6,40.3,77.5,4.63
20060216,2.3,36.2,55.1,2.34
20060217,-4.8,23.4,35.2,-4.78
20060218,-0.2,31.6,54.7,-0.24
20060219,3.1,37.7,60.6,3.15
20060220,3.8,38.9,65.3,3.84
20060221,4.3,39.7,65.4,4.25
20060222,3.5,38.2,59,3.47
20060223,0.9,33.6,39.7,0.88
20060224,4.4,40,35.4,4.43
20060225,6.6,43.9,33.3,6.62
20060226,1.5,34.6,50.5,1.46
20060227,-0.9,30.4,34.1,-0.87
20060228,2.7,36.8,58.5,2.68
20060301,0.1,32.2,75,0.12
20060302,-0.8,30.6,60.1,-0.8
20060303,0.3,32.5,49.8,0.3
20060304,3.4,38.1,53.5,3.4
20060305,7.7,45.9,72.2,7.74
20060306,6,42.8,64,6.03
20060307,5.6,42.1,54,5.63
20060308,5.5,41.9,56.8,5.52
20060309,10.5,50.8,34.8,10.46
20060310,10.1,50.2,65.3,10.09
20060311,6.8,44.3,63.9,6.82
20060312,-3.6,25.5,35.8,-3.61
20060313,-2.3,27.8,39.3,-2.31
20060314,0.5,32.8,47,0.47
20060315,5.3,41.5,63.7,5.29
20060316,4.4,39.8,85.3,4.36
20060317,8,46.4,70.3,8.03
20060318,9.2,48.6,53.7,9.24
20060319,4.3,39.8,29.3,4.32
20060320,4.8,40.7,48.9,4.83
20060321,9.3,48.8,36.9,9.35
20060322,10.6,51.1,44.7,10.6
20060323,6.4,43.6,45.8,6.44
20060324,5.9,42.7,30.5,5.92
20060325,8.8,47.8,44.4,8.77
20060326,6.6,44,25.6,6.64
20060327,6.7,44.1,38.4,6.75
20060328,3.2,37.7,54.2,3.18
20060329,3.5,38.3,47.3,3.5
20060330,4.3,39.7,43.8,4.3
20060331,7.5,45.4,32.5,7.47
20060401,9.6,49.2,66.1,9.57
20060402,7.8,46.1,83.4,7.81
20060403,10.8,51.4,66.9,10.77
20060404,12.1,53.9,63.6,12.14
20060405,11.8,53.2,48,11.76
20060406,9.5,49.1,46.7,9.53
20060407,10.2,50.3,66.4,10.19
20060408,9.9,49.9,44.2,9.95
20060409,14.7,58.5,45.3,14.74
20060410,14.9,58.8,67.2,14.89
20060411,16.3,61.4,53.7,16.35
20060412,15.2,59.3,58.4,15.15
20060413,9.8,49.7,58.6,9.85
20060414,12.3,54.1,40,12.26
20060415,12.3,54.1,32,12.26
20060416,7.7,45.8,33.2,7.68
20060417,9.7,49.5,44.9,9.72
20060418,14.5,58,51,14.45
20060419,10.1,50.3,80.7,10.14
20060420,7,44.5,60.5,6.96
20060421,10.5,50.9,46.9,10.49
20060422,11.6,53,44.8,11.65
20060423,9.4,49,74,9.45
20060424,10.2,50.4,52.8,10.22
20060425,11.1,52,34.7,11.13
20060426,12,53.5,42,11.95
20060427,12.4,54.3,61.5,12.4
20060428,12.6,54.7,52.9,12.6
20060429,13.8,56.8,51.1,13.75
20060430,15.9,60.6,69.9,15.87
20060501,17.8,64,51.7,17.8
20060502,17.4,63.3,31.8,17.39
20060503,15.7,60.2,40.8,15.69
20060504,17.1,62.8,53.6,17.1
20060505,20.8,69.5,64.3,20.83
20060506,15.5,59.9,90.2,15.5
20060507,19.4,66.9,59.3,19.4
20060508,20.9,69.6,53.5,20.87
20060509,21.3,70.4,55.8,21.33
20060510,18.3,65,74.5,18.33
20060511,18.7,65.7,48,18.7
20060512,16.9,62.4,43.5,16.87
20060513,15.5,59.9,51.3,15.49
20060514,15.8,60.4,55.5,15.78
20060515,18.3,65,44.8,18.34
20060516,19,66.1,43.4,18.96
20060517,18.7,65.7,43,18.7
20060518,20.1,68.1,47.8,20.05
20060519,18.2,64.8,57.1,18.23
20060520,18,64.5,63.8,18.05
20060521,22,71.5,51.9,21.97
20060522,18.2,64.7,85.1,18.17
20060523,15.1,59.2,85.4,15.11
20060524,18.3,64.9,68.6,18.29
20060525,18.9,66,49,18.86
20060526,21.2,70.2,45.8,21.25
20060527,17.1,62.8,77.2,17.11
20060528,17.2,62.9,68.8,17.16
20060529,18.3,64.9,68.3,18.28
20060530,20.5,68.8,58.5,20.46
20060531,21.2,70.2,52.8,21.22
20060601,22.6,72.7,49.7,22.64
20060602,25.6,78.1,48.5,25.6
20060603,23.7,74.6,42.4,23.65
20060604,20.9,69.6,59.8,20.89
20060605,21.3,70.3,57.8,21.25
20060606,21.8,71.3,60.5,21.85
20060607,21.8,71.3,57.2,21.84
20060608,20.5,68.9,67.5,20.5
20060609,20.7,69.2,62.9,20.68
20060610,17.7,63.9,78.6,17.7
20060611,16.8,62.2,82.5,16.77
20060612,20.9,69.5,64.3,20.85
20060613,23.5,74.3,60.4,23.52
20060614,19.2,66.6,80.7,19.2
20060615,18.7,65.7,79.9,18.71
20060616,21.1,70,57.6,21.11
20060617,22.3,72.2,50.2,22.31
20060618,21.6,70.9,65.3,21.59
20060619,22.5,72.5,65,22.52
20060620,22.6,72.7,62.3,22.63
20060621,19.4,66.9,89.6,19.39
20060622,22.4,72.4,74.4,22.42
20060623,23.9,75,68.9,23.9
20060624,24.3,75.7,65.8,24.27
20060625,24.8,76.6,63,24.78
20060626,20.5,68.9,91.8,20.51
20060627,21,69.9,87,21.04
20060628,23.6,74.4,78,23.56
20060629,24.9,76.8,75.8,24.91
20060630,23.3,73.9,87.1,23.28
20060701,22.6,72.7,85.9,22.63
20060702,22.8,73.1,75.8,22.84
20060703,24.1,75.4,68.5,24.08
20060704,22.7,72.8,84,22.65
20060705,21.5,70.8,73.3,21.54
20060706,21.1,69.9,75.6,21.05
20060707,22.8,73,81.2,22.79
20060708,25.2,77.4,71.8,25.22
20060709,25.8,78.4,74.7,25.76
20060710,24,75.1,80.1,23.97
20060711,24.6,76.3,74.9,24.61
20060712,23.7,74.6,93.6,23.67
20060713,25,77,90.9,25.02
20060714,27,80.6,80.3,29.73
20060715,24.6,76.3,88.9,24.62
20060716,18.9,66,96,18.87
20060717,19.3,66.7,93.4,19.28
20060718,19,66.3,93.3,19.04
20060719,21.5,70.7,80.3,21.48
20060720,22,71.5,75.6,21.97
20060721,21.8,71.2,82.9,21.79
20060722,23.5,74.3,78.3,23.49
20060723,23.3,74,73.3,23.31
20060724,23.5,74.3,72.1,23.48
20060725,24.7,76.4,66.8,24.66
20060726,22.3,72.1,83.7,22.27
20060727,20.9,69.7,94.1,20.94
20060728,21.7,71.1,94.5,21.7
20060729,24.3,75.7,90,24.29
20060730,26.1,78.9,83.4,26.08
20060731,26.5,79.6,76.5,26.45
20060801,27.7,81.8,67.7,29.81
20060802,28,82.5,68.1,30.5
20060803,28.4,83.1,68.3,31.18
20060804,29.6,85.3,63.3,32.71
20060805,29.1,84.4,67.3,32.5
20060806,28.3,82.9,66.3,30.73
20060807,27.3,81.2,71.4,29.6
20060808,28.8,83.8,68.2,31.91
20060809,29.2,84.5,68.8,32.89
20060810,28.6,83.4,63,30.74
20060811,26.7,80,68.1,28.18
20060812,27.4,81.4,68.5,29.44
20060813,28.8,83.8,67.3,31.77
20060814,29.4,84.9,69.2,33.38
20060815,28.3,83,78.2,32.64
20060816,28.3,82.9,78.1,32.42
20060817,26.8,80.3,73.7,28.82
20060818,26.5,79.7,53.4,26.5
20060819,25,77,49.6,25
20060820,23.3,74,66.2,23.35
20060821,26.8,80.3,64.5,28.16
20060822,27.7,81.8,69.6,29.97
20060823,27.2,80.9,67,28.9
20060824,26.9,80.5,67.4,28.53
20060825,25.2,77.3,80,25.17
20060826,25.3,77.5,82.3,25.28
20060827,24.2,75.6,87.2,24.25
20060828,25.4,77.8,74.3,25.44
20060829,23.8,74.9,84.3,23.82
20060830,25.2,77.3,65,25.17
20060831,25.4,77.7,55.7,25.38
20060901,24.1,75.4,51.9,24.14
20060902,25.5,77.9,56.2,25.52
20060903,25.5,77.9,63.3,25.49
20060904,22,71.7,70.8,22.04
20060905,21.1,70,58.5,21.13
20060906,19.8,67.6,69.4,19.78
20060907,21.8,71.3,56.1,21.84
20060908,21.9,71.4,58.5,21.88
20060909,17.8,64,81.4,17.8
20060910,15.8,60.4,50.9,15.79
20060911,16.3,61.3,59.2,16.26
20060912,19.7,67.5,59.8,19.7
20060913,21.8,71.2,48.1,21.75
20060914,21.5,70.7,45.6,21.53
20060915,20.9,69.6,53,20.87
20060916,21.6,70.9,61.9,21.6
20060917,20.4,68.8,53.5,20.44
20060918,18.2,64.7,68.7,18.19
20060919,19.9,67.9,72.2,19.92
20060920,22,71.6,66.4,22.02
20060921,23.6,74.4,52.9,23.56
20060922,22.8,73.1,61.3,22.81
20060923,21.6,71,48.2,21.65
20060924,21.2,70.1,42.3,21.16
20060925,21.1,69.9,45.1,21.06
20060926,21.4,70.6,50.1,21.43
20060927,22,71.6,53,21.99
20060928,20.5,68.9,69.3,20.5
20060929,20.9,69.6,63.5,20.91
20060930,20.6,69,53.6,20.58
20061001,20.9,69.6,51.6,20.91
20061002,20.4,68.8,56,20.45
20061003,20.6,69,57.9,20.57
20061004,21.5,70.6,54.9,21.45
20061005,21.6,70.9,47.9,21.62
20061006,21,69.9,40.8,21.03
20061007,20.2,68.4,52.5,20.23
20061008,19.7,67.5,73.8,19.72
20061009,20,68.1,78.2,20.04
20061010,21,69.8,69.5,21.02
20061011,19.7,67.4,63.2,19.68
20061012,16.5,61.7,42.4,16.48
20061013,17.7,63.8,48.3,17.66
20061014,18.5,65.2,59.3,18.45
20061015,18.8,65.9,69.9,18.83
20061016,19.6,67.3,70,19.6
20061017,19,66.1,75.9,18.96
20061018,19.5,67.1,73.8,19.48
20061019,19.4,67,77.1,19.45
20061020,19.4,66.9,72.9,19.38
20061021,18.7,65.6,63.2,18.68
20061022,16.6,61.8,82.5,16.58
20061023,12.6,54.6,65.4,12.55
20061024,13.1,55.5,53.3,13.06
20061025,13.2,55.8,56.8,13.2
20061026,15.1,59.2,62,15.09
20061027,13.7,56.7,64.4,13.72
20061028,14.4,57.8,71.6,14.36
20061029,15.6,60,59.6,15.58
20061030,13.7,56.7,47.6,13.72
20061031,14.7,58.5,63.5,14.7
20061101,15.7,60.2,72.3,15.67
20061102,14.5,58.1,63.1,14.52
20061103,14.7,58.5,71.1,14.7
20061104,15.6,60.1,69.9,15.64
20061105,14,57.2,54.9,13.98
20061106,5.2,41.3,77.6,5.18
20061107,3,37.4,56.9,3.02
20061108,12.1,53.8,71,12.11
20061109,14.6,58.2,48.1,14.58
20061110,8.5,47.3,24.5,8.5
20061111,5.8,42.5,40.4,5.82
20061112,5.5,41.9,42,5.52
20061113,8.9,47.9,70.2,8.85
20061114,5.9,42.6,42.6,5.88
20061115,5.8,42.4,66.3,5.79
20061116,3.2,37.7,42.7,3.19
20061117,5.3,41.5,49.2,5.25
20061118,7.2,44.9,54.4,7.17
20061119,8.5,47.4,55,8.55
20061120,8.8,47.8,58.5,8.79
20061121,8,46.5,72.4,8.03
20061122,7.3,45.1,45.3,7.26
20061123,7.9,46.2,53.1,7.88
20061124,7.4,45.3,47.5,7.38
20061125,8.7,47.6,49.8,8.69
20061126,11,51.9,50.2,11.04
20061127,8.7,47.6,78.7,8.67
20061128,5.5,41.9,72,5.5
20061129,2.1,35.8,48.1,2.09
20061130,1.8,35.2,78.1,1.76
20061201,3,37.4,73,3.02
20061202,-2.1,28.2,52.6,-2.11
20061203,-4.7,23.5,44,-4.7
20061204,-1.7,28.9,43.9,-1.7
20061205,2.4,36.3,57.5,2.37
20061206,2.8,37.1,70.5,2.83
20061207,5,41.1,68.3,5.04
20061208,6.6,43.9,57.5,6.63
20061209,3,37.3,75.9,2.95
20061210,-0.4,31.3,44.3,-0.42
20061211,1.5,34.8,51,1.55
20061212,4.9,40.8,60.8,4.91
20061213,5.9,42.5,64.7,5.85
20061214,3.5,38.3,48.9,3.48
20061215,3.3,37.9,77.5,3.25
20061216,2.9,37.2,69.3,2.88
20061217,-0.8,30.7,83,-0.75
20061218,-2.3,27.8,55.1,-2.32
20061219,0.2,32.4,53.8,0.22
20061220,4.1,39.4,59.4,4.14
20061221,3.6,38.4,64.1,3.55
20061222,4.2,39.5,65,4.17
20061223,2.7,36.9,63.5,2.7
20061224,2.4,36.3,55.3,2.4
20061225,5.5,42,63.7,5.54
20061226,7.1,44.8,67.5,7.09
20061227,1.7,35.1,66.4,1.75
20061228,-7.9,17.9,41.3,-7.85
20061229,-8.4,17,37.1,-8.35
20061230,-4,24.9,41,-3.97
20061231,0.4,32.8,34.4,0.44
20070101,3.1,37.5,44.3,3.07
20070102,3.2,37.7,78.8,3.16
20070103,5.3,41.5,65.3,5.26
20070104,5.1,41.2,57.3,5.1
20070105,4.4,39.9,61.1,4.4
20070106,-0.6,30.9,77.3,-0.59
20070107,-4,24.9,63.3,-3.97
20070108,-3,26.7,53.1,-2.95
20070109,-1.9,28.5,57.9,-1.94
20070110,-0.3,31.5,64.6,-0.3
20070111,-1.6,29.2,42.3,-1.57
20070112,-2.7,27.1,43.2,-2.72
20070113,-5.2,22.7,43.2,-5.19
20070114,-3,26.6,39,-3.02
20070115,-0.4,31.4,52.4,-0.36
20070116,2.1,35.8,65.3,2.09
20070117,2.1,35.7,70.3,2.08
20070118,1.4,34.5,52.3,1.39
20070119,0.2,32.3,46,0.16
20070120,1.1,34.1,40.9,1.15
20070121,1.6,34.9,46.9,1.62
20070122,2.1,35.9,64.4,2.14
20070123,1.8,35.3,61.2,1.83
20070124,1.6,34.9,53.9,1.59
20070125,1.1,34,55.9,1.09
20070126,1.3,34.4,66.6,1.31
20070127,0.8,33.4,62.3,0.78
20070128,0.3,32.6,55.1,0.33
20070129,1,33.7,58.8,0.97
20070130,0,32.1,55.4,0.03
20070131,-3.7,25.4,46.8,-3.66
20070201,-5.4,22.3,48.7,-5.39
20070202,-5.1,22.8,46.1,-5.1
20070203,-0.2,31.7,61.3,-0.18
20070204,3.1,37.6,38.7,3.13
20070205,4.2,39.6,60.2,4.23
20070206,8.1,46.6,64.8,8.1
20070207,7.1,44.9,52.5,7.15
20070208,5.6,42.1,75.4,5.59
20070209,4.7,40.5,70.8,4.7
20070210,3.7,38.7,61.3,3.75
20070211,1.1,34,51.3,1.13
20070212,3.4,38.1,59.1,3.37
20070213,3.7,38.7,61.7,3.72
20070214,0.4,32.8,63.8,0.45
20070215,-0.2,31.6,32.4,-0.22
20070216,2.8,37,30.3,2.75
20070217,6.2,43.1,42,6.18
20070218,5.7,42.3,48.1,5.74
20070219,4.5,40.1,64.8,4.48
20070220,5.5,41.8,50.7,5.46
20070221,5,41,67,5.02
20070222,7.4,45.3,64.3,7.36
20070223,3.5,38.4,44.6,3.53
20070224,3.9,38.9,27.5,3.86
20070225,7.4,45.3,45.3,7.39
20070226,8.2,46.7,49.2,8.17
20070227,7.7,45.8,58.3,7.69
20070228,8,46.4,39.4,8
20070301,9.7,49.4,31.1,9.65
20070302,8.5,47.3,75.3,8.5
20070303,10.1,50.2,90.1,10.13
20070304,11.6,52.9,80.9,11.61
20070305,-1.3,29.8,68.2,-1.25
20070306,-5,23.1,39.4,-4.95
20070307,-3.1,26.4,57.4,-3.1
20070308,0.2,32.3,64.3,0.16
20070309,4.6,40.3,61.1,4.6
20070310,2.7,36.9,56.9,2.71
20070311,-0.1,31.8,37.3,-0.11
20070312,2.8,37.1,43.8,2.82
20070313,5,41,53.7,4.98
20070314,6.4,43.6,58.8,6.44
20070315,9.1,48.4,36.5,9.11
20070316,8,46.5,44.4,8.04
20070317,6.8,44.2,44.7,6.8
20070318,6.2,43.2,34.4,6.21
20070319,6.8,44.3,40.9,6.84
20070320,5.3,41.5,51.4,5.29
20070321,6.6,43.9,71.5,6.64
20070322,7.9,46.2,76.5,7.87
20070323,10.5,50.9,61,10.49
20070324,9.8,49.6,83.8,9.76
20070325,8.1,46.6,68.4,8.14
20070326,9,48.2,51.9,9.02
20070327,10.9,51.6,64.1,10.87
20070328,6.2,43.1,76.7,6.16
20070329,5.5,41.9,77,5.5
20070330,9.1,48.4,62.8,9.1
20070331,9.1,48.4,83.5,9.09
20070401,9.3,48.7,56.8,9.25
20070402,5.8,42.4,47,5.76
20070403,5.4,41.6,42.3,5.35
20070404,6.3,43.4,43,6.34
20070405,8,46.4,47.4,8
20070406,9.5,49.1,39.4,9.51
20070407,9.3,48.7,63.5,9.27
20070408,9.5,49.1,64.7,9.51
20070409,10.6,51.1,48.7,10.63
20070410,10.5,50.9,51.2,10.48
20070411,11.1,51.9,56.7,11.07
20070412,11.5,52.7,66.6,11.5
20070413,10,49.9,80.8,9.95
20070414,10.3,50.6,60.8,10.33
20070415,12.3,54.1,58.5,12.26
20070416,9.6,49.4,60.3,9.65
20070417,10.2,50.3,57.5,10.15
20070418,11.1,51.9,48.7,11.08
20070419,12.5,54.5,40.3,12.49
20070420,12.5,54.5,65.4,12.51
20070421,15.1,59.2,82.5,15.14
20070422,13.3,55.9,64.3,13.27
20070423,14.3,57.7,33,14.3
20070424,13,55.5,50,13.03
20070425,13.1,55.5,58.3,13.08
20070426,14.4,58,49.3,14.43
20070427,15.3,59.6,34.4,15.33
20070428,14.8,58.6,39.6,14.78
20070429,16.1,60.9,42.1,16.06
20070430,15.7,60.2,37,15.68
20070501,14,57.3,75.8,14.04
20070502,15.4,59.7,62.6,15.38
20070503,15.3,59.6,74.2,15.32
20070504,16.3,61.4,74.7,16.34
20070505,18.9,66,66.2,18.86
20070506,20.1,68.1,51.7,20.05
20070507,19.5,67.1,48.3,19.53
20070508,19.4,66.9,56.5,19.41
20070509,16.6,61.8,62.1,16.58
20070510,15.3,59.5,61,15.28
20070511,18.4,65.2,43.8,18.43
20070512,13.7,56.6,83,13.65
20070513,16.2,61.1,56,16.18
20070514,16.7,62,64,16.69
20070515,19,66.1,56,18.96
20070516,18.1,64.6,71,18.1
20070517,17.6,63.7,64.5,17.59
20070518,14.8,58.6,79.2,14.78
20070519,16,60.7,72.4,15.96
20070520,17.4,63.3,62.7,17.4
20070521,18.4,65.1,44.6,18.39
20070522,19.4,67,46.7,19.42
20070523,20.5,68.9,50.5,20.5
20070524,20.1,68.2,74,20.1
20070525,19.8,67.6,73.7,19.78
