date,tempC,tempF,humid,heatindex
20130620,25.5,78,59.5,25.54
20130621,26.5,79.7,57,26.5
20130622,25.3,77.5,63.6,25.26
20130623,23.1,73.6,68.1,23.14
20130624,23.3,74,67.4,23.33
20130625,24.9,76.8,60.5,24.87
20130626,24.6,76.3,57.9,24.62
20130627,25,77,62.8,25.03
20130628,25.4,77.7,62.3,25.41
20130629,27.1,80.7,55.4,27.85
20130630,27.9,82.1,57.8,29.01
20130701,27.3,81.1,57.5,28.25
20130702,24.7,76.5,80.5,24.74
20130703,24.9,76.8,69.8,24.91
20130704,25.1,77.2,83.1,25.13
20130705,25.5,77.8,75.1,25.45
20130706,25.2,77.4,72.4,25.22
20130707,24.8,76.7,78.5,24.82
20130708,24.5,76,88.1,24.45
20130709,24.5,76,87.2,24.45
20130710,25.3,77.5,83.3,25.28
20130711,24.6,76.3,85.9,24.62
20130712,23.7,74.6,88.3,23.66
20130713,24,75.2,90,23.99
20130714,24.2,75.6,90.7,24.22
20130715,26.3,79.3,81.6,26.3
20130716,27,80.5,69.8,28.77
20130717,24.3,75.7,88.6,24.29
20130718,24.9,76.8,87.3,24.9
20130719,26.8,80.2,73.3,28.71
20130720,27,80.7,70,28.92
20130721,26.7,80,78.9,28.98
20130722,26.3,79.4,81.9,26.35
20130723,25.7,78.2,87,25.65
20130724,25,77,79,25
20130725,25.9,78.6,71.4,25.9
20130726,26.5,79.7,71.4,26.53
20130727,26.1,78.9,68.7,26.08
20130728,25.3,77.6,82.9,25.32
20130729,26.6,79.9,82.8,26.59
20130730,26.2,79.1,72.7,26.19
20130731,26.3,79.4,76.5,26.32
20130801,27.8,82,66.7,29.86
20130802,27.3,81.2,79.4,30.39
20130803,28.9,84.1,72.1,32.98
20130804,28.3,82.9,76.8,32.3
20130805,27.7,81.9,78.7,31.17
20130806,26.6,79.8,81.1,26.57
20130807,28.4,83.2,73.8,32.11
20130808,29.2,84.6,73.6,33.98
20130809,29.1,84.4,79.5,34.85
20130810,28.2,82.8,81.6,32.98
20130811,28.5,83.2,72.7,31.99
20130812,29.4,84.9,69.5,33.52
20130813,29.1,84.3,66.3,32.21
20130814,28.7,83.6,66.6,31.45
20130815,28.7,83.6,71.1,32.2
20130816,28.7,83.7,71.9,32.5
20130817,28.8,83.8,69.7,32.19
20130818,28.5,83.3,72.1,32.04
20130819,28.2,82.8,70.4,31.11
20130820,27.4,81.3,63.1,28.89
20130821,28.4,83.2,55.7,29.57
20130822,29.2,84.6,58.2,31.15
20130823,26.1,78.9,78.2,26.07
20130824,26.5,79.7,61.4,26.49
20130825,27,80.6,53.5,27.61
20130826,26.9,80.5,54.7,27.66
20130827,25.7,78.3,61.2,25.71
20130828,26.2,79.2,60.3,26.23
20130829,25.6,78,77.9,25.55
20130830,25.3,77.5,69.8,25.25
20130831,23.9,75,67.8,23.87
20130901,23.6,74.5,56.4,23.6
20130902,22.4,72.4,48.7,22.43
20130903,21.8,71.2,45,21.79
20130904,21.9,71.5,44.9,21.94
20130905,21.2,70.1,51.4,21.15
20130906,21,69.8,59.6,20.98
20130907,21.8,71.3,60.7,21.83
20130908,22.8,73,63.5,22.8
20130909,22.9,73.2,67.5,22.9
20130910,22.2,72,75.6,22.24
20130911,19.9,67.9,90.3,19.95
20130912,22.9,73.2,80.3,22.86
20130913,22.8,73,87.6,22.75
20130914,23.2,73.7,81.1,23.16
20130915,23.5,74.3,62.9,23.51
20130916,20.9,69.6,49.3,20.9
20130917,22.5,72.4,48.2,22.45
20130918,24.1,75.4,54.7,24.09
20130919,24.9,76.7,54.8,24.85
20130920,23.4,74.2,70.3,23.43
20130921,23.6,74.5,69.9,23.64
20130922,23.4,74.1,54.5,23.38
20130923,23.5,74.2,54.6,23.47
20130924,22.4,72.2,80.8,22.35
20130925,19.9,67.8,60,19.91
20130926,17.3,63.1,36.5,17.28
20130927,17.6,63.7,49.3,17.6
20130928,17.6,63.7,67.4,17.64
20130929,17,62.6,86.8,16.99
20130930,20.6,69.1,72,20.62
20131001,21.4,70.6,65.6,21.44
20131002,19.8,67.7,62.3,19.84
20131003,16.2,61.2,45.8,16.23
20131004,17.5,63.4,55.8,17.46
20131005,19.8,67.6,47,19.75
20131006,20.7,69.3,52,20.71
20131007,22.6,72.7,64.9,22.63
20131008,20.4,68.6,83.8,20.35
20131009,20.5,68.9,64.3,20.48
20131010,20.9,69.5,70.7,20.85
20131011,18.6,65.4,60.7,18.55
20131012,16.3,61.3,51,16.28
20131013,17.3,63.1,63.1,17.29
20131014,18.2,64.8,61.7,18.23
20131015,12.8,55,80.3,12.78
20131016,11,51.9,53.1,11.04
20131017,12.3,54.2,56.9,12.31
20131018,13.5,56.2,53.2,13.47
20131019,14.3,57.7,59.4,14.26
20131020,16.7,62,59.2,16.67
20131021,16.3,61.4,52.5,16.34
20131022,15.9,60.6,45.7,15.88
20131023,16.3,61.3,48.2,16.28
20131024,13.6,56.5,51.5,13.64
20131025,9.3,48.7,41,9.28
20131026,9.9,49.7,50.9,9.86
20131027,11.3,52.4,55,11.32
20131028,11.6,52.9,64.3,11.59
20131029,12.6,54.6,72.4,12.57
20131030,10.6,51.1,59,10.59
20131031,11.5,52.7,55.5,11.5
20131101,14.4,57.9,51.5,14.41
20131102,12,53.5,78.4,11.96
20131103,11.5,52.7,80.2,11.51
20131104,12.8,55.1,71,12.83
20131105,12.3,54.1,64.7,12.3
20131106,12,53.6,76,12.01
20131107,12.7,54.8,57,12.66
20131108,8.8,47.9,44.3,8.81
20131109,11.5,52.7,57.8,11.5
20131110,6.1,43,48.5,6.12
20131111,2.7,36.9,32.7,2.75
20131112,3.3,37.9,35.9,3.26
20131113,4.6,40.3,43.6,4.63
20131114,6.4,43.5,52.8,6.39
20131115,8.3,46.9,78.5,8.3
20131116,6.9,44.5,69.8,6.93
20131117,5.6,42.1,60.3,5.6
20131118,1.3,34.4,54.5,1.32
20131119,0.9,33.7,53.4,0.93
20131120,1.5,34.6,41,1.46
20131121,2.7,36.9,46.8,2.7
20131122,4.5,40.1,55.7,4.5
20131123,7,44.6,65,6.99
20131124,7.2,45,72.6,7.2
20131125,5.4,41.8,69.1,5.43
20131126,1.7,35,60.8,1.68
20131127,0.9,33.7,68.9,0.92
20131128,-3.9,25,49.5,-3.91
20131129,-0.8,30.6,52.4,-0.76
20131130,4.7,40.5,55.8,4.73
20131201,4.7,40.5,67.3,4.71
20131202,3.5,38.3,64.5,3.49
20131203,6.8,44.3,61.5,6.81
20131204,5.4,41.8,73.3,5.44
20131205,5.8,42.5,75.4,5.81
20131206,2.8,37,42.7,2.76
20131207,6.2,43.2,60.2,6.23
20131208,4.2,39.5,73.7,4.16
20131209,4.1,39.3,83.6,4.05
20131210,0.4,32.7,58.7,0.38
20131211,-1.2,29.8,63.2,-1.21
20131212,-2.7,27.1,70.1,-2.7
20131213,-6.7,20,47.5,-6.68
20131214,-4.9,23.2,65.6,-4.91
20131215,-4.4,24.1,46.8,-4.36
20131216,-3.8,25.2,53.1,-3.76
20131217,-0.6,30.8,50.6,-0.65
20131218,2.4,36.4,62.9,2.43
20131219,-3,26.7,62.4,-2.97
20131220,-4.3,24.2,56.7,-4.33
20131221,-3,26.5,57.2,-3.03
20131222,-2.4,27.8,57.1,-2.35
20131223,-0.8,30.5,56.8,-0.82
20131224,-1.6,29.1,57.5,-1.63
20131225,-0.7,30.7,60.5,-0.7
20131226,-0.2,31.6,67.2,-0.2
20131227,-6.5,20.4,50.5,-6.46
20131228,-6.5,20.2,44.1,-6.54
20131229,-3.3,26,58.1,-3.31
20131230,2,35.6,55.7,1.98
20131231,3.8,38.8,58,3.8
20140101,4,39.2,55,4.01
20140102,1.9,35.4,35,1.88
20140103,2.3,36.1,52.7,2.29
20140104,0.1,32.3,48.2,0.15
20140105,-0.8,30.5,48,-0.85
20140106,0.6,33.1,50,0.63
20140107,2.8,37.1,54.8,2.84
20140108,1.3,34.3,60.1,1.28
20140109,-7.5,18.6,26.3,-7.45
20140110,-5,23,45.3,-5.03
20140111,-1.9,28.6,48.1,-1.89
20140112,-1.9,28.6,43.7,-1.87
20140113,-6.4,20.6,26.6,-6.35
20140114,-4.3,24.3,31.4,-4.28
20140115,-3.1,26.4,41,-3.1
20140116,-0.1,31.8,59,-0.14
20140117,-0.1,31.8,57.1,-0.11
20140118,-1.8,28.8,42.9,-1.8
20140119,-2.7,27.1,42.7,-2.74
20140120,-1.3,29.6,82.3,-1.35
20140121,-5.2,22.6,64.4,-5.23
20140122,-4.2,24.4,59.3,-4.21
20140123,-0.9,30.4,65.5,-0.91
20140124,2.6,36.6,64.9,2.58
20140125,4.6,40.3,75.1,4.6
20140126,-1.8,28.8,42.8,-1.76
20140127,-0.2,31.6,47.4,-0.22
20140128,2,35.6,54.6,2
20140129,1.4,34.6,38.4,1.44
20140130,4.6,40.3,67.4,4.61
20140131,0.9,33.7,27.6,0.94
20140201,4.7,40.4,57.4,4.66
20140202,5.2,41.3,91.2,5.18
20140203,-2.7,27.2,42.6,-2.65
20140204,-7.5,18.6,26.6,-7.45
20140205,-4.9,23.1,26.5,-4.94
20140206,-1.6,29.2,29.8,-1.55
20140207,2.2,36,43.2,2.22
20140208,0.4,32.8,78.4,0.43
20140209,-1.5,29.3,77.1,-1.48
20140210,-0.1,31.8,58.6,-0.12
20140211,0.1,32.2,43.8,0.13
20140212,1.1,34,49.5,1.13
20140213,1.8,35.3,46.4,1.81
20140214,2.8,37,47.1,2.76
20140215,2.7,36.8,53.6,2.69
20140216,2.7,36.9,54,2.7
20140217,4.2,39.6,44.3,4.2
20140218,2.6,36.7,47,2.62
20140219,2,35.5,47.7,1.97
20140220,1.4,34.4,62.9,1.36
20140221,0.8,33.5,47.5,0.85
20140222,2.2,35.9,50,2.18
20140223,3,37.4,51.3,2.99
20140224,4,39.2,56.8,4.01
20140225,5.6,42.1,60.8,5.6
20140226,8.2,46.7,46,8.19
20140227,8.1,46.6,53,8.1
20140228,6.4,43.6,59.2,6.43
20140301,6.2,43.2,61.8,6.23
20140302,4.6,40.3,48.3,4.59
20140303,5.1,41.2,32.8,5.12
20140304,6.2,43.1,45.1,6.15
20140305,1.8,35.3,47.2,1.84
20140306,0.3,32.6,43.9,0.34
20140307,-0.8,30.7,43.4,-0.75
20140308,1.8,35.3,55.7,1.81
20140309,1.6,35,60.3,1.65
20140310,1.3,34.3,47.9,1.27
20140311,4.2,39.6,64.8,4.24
20140312,6.8,44.2,76.6,6.76
20140313,5.5,41.9,57,5.48
20140314,3.3,38,53.3,3.33
20140315,6.3,43.4,66.4,6.32
20140316,11.1,51.9,67.6,11.08
20140317,12.3,54.1,77.9,12.26
20140318,10.9,51.7,77,10.93
20140319,9.6,49.2,65.1,9.58
20140320,6.6,43.8,70.8,6.58
20140321,5.6,42.1,55.1,5.64
20140322,8.4,47.1,61.8,8.36
20140323,9.7,49.4,63.8,9.66
20140324,10.4,50.7,61,10.4
20140325,14.5,58.1,74.9,14.48
20140326,15.6,60.1,66.7,15.63
20140327,13.4,56.1,67.5,13.37
20140328,16.3,61.4,61,16.33
20140329,15.2,59.4,69.3,15.23
20140330,14.9,58.8,66.4,14.87
20140331,14.5,58,50.9,14.47
20140401,15.5,59.9,35.3,15.48
20140402,15.5,60,30.7,15.53
20140403,10.8,51.4,61.5,10.78
20140404,6.7,44.1,52.3,6.73
20140405,6.3,43.4,60.9,6.33
20140406,7.1,44.8,48.5,7.12
20140407,10.1,50.1,66.3,10.08
20140408,11.9,53.4,58.4,11.88
20140409,10.2,50.4,85.5,10.21
20140410,12.3,54.1,71.8,12.3
20140411,13.5,56.4,69.3,13.54
20140412,14,57.3,70.5,14.03
20140413,17.1,62.7,56.1,17.08
20140414,16.5,61.7,51.7,16.52
20140415,12.9,55.2,79.3,12.9
20140416,14.1,57.4,82.9,14.1
20140417,14.3,57.8,67.2,14.35
20140418,15.9,60.6,61,15.87
20140419,14.1,57.4,56.1,14.08
20140420,14.7,58.4,52.5,14.68
20140421,15,58.9,57.5,14.96
20140422,16,60.8,43.8,15.99
20140423,17.1,62.8,47,17.12
20140424,18.5,65.3,53.1,18.48
20140425,19,66.1,32.7,18.96
20140426,18.5,65.4,35.7,18.53
20140427,15.9,60.6,81.9,15.91
20140428,13.7,56.7,92.5,13.72
20140429,14.9,58.9,72.5,14.94
20140430,16.1,60.9,62.1,16.07
20140501,15.9,60.7,59.3,15.93
20140502,15.8,60.5,71.4,15.82
20140503,13.1,55.6,56.1,13.1
20140504,12.5,54.4,56.5,12.47
20140505,11.2,52.1,55.3,11.16
20140506,12.9,55.3,50.6,12.93
20140507,15.4,59.8,44,15.44
20140508,14.9,58.7,83.4,14.85
20140509,16.5,61.6,62.8,16.45
20140510,20.1,68.3,44.9,20.14
20140511,19.3,66.8,48.3,19.31
20140512,16.5,61.6,80,16.46
20140513,18.9,66,70.5,18.87
20140514,19.8,67.7,58.3,19.81
20140515,18.5,65.2,66.5,18.46
20140516,18.8,65.9,52.3,18.81
20140517,20.1,68.2,48,20.09
20140518,20.3,68.5,49.1,20.27
20140519,19.8,67.6,54.8,19.78
20140520,21.4,70.6,46.2,21.42
20140521,20.3,68.6,62.6,20.35
20140522,20.6,69.1,63.8,20.58
20140523,22.1,71.8,66.9,22.12
20140524,21,69.8,71.5,21.02
20140525,20.6,69.2,74.4,20.65
20140526,19.6,67.2,69.1,19.55
20140527,22.5,72.6,49.9,22.54
20140528,24.1,75.3,58.9,24.05
20140529,23.2,73.8,57.5,23.23
20140530,24.7,76.4,43.3,24.65
20140531,26.2,79.2,48.8,26.23
20140601,24.8,76.6,58.4,24.76
20140602,22.7,72.9,71.9,22.7
20140603,19,66.1,93.8,18.96
20140604,22.8,73,63.2,22.75
20140605,22.8,73.1,59.8,22.82
20140606,24.4,75.9,56.4,24.4
20140607,23.4,74.2,64.6,23.44
20140608,21.5,70.7,74,21.51
20140609,22.7,72.8,72.4,22.65
20140610,23.6,74.5,70.5,23.63
20140611,20.5,68.9,86,20.52
20140612,21.1,70,75.5,21.08
20140613,21.2,70.2,80.4,21.21
20140614,22.4,72.3,71.7,22.41
20140615,23.2,73.7,70.1,23.16
20140616,23.8,74.8,65.9,23.78
20140617,24.8,76.6,70.5,24.78
20140618,24.4,75.9,70.5,24.36
20140619,22.6,72.7,78.8,22.6
20140620,24,75.3,76.3,24.05
20140621,23.3,74,80.5,23.31
20140622,23.6,74.5,74.5,23.6
20140623,20.9,69.6,92.4,20.9
20140624,22.8,73,75.9,22.78
20140625,23.7,74.7,73.9,23.72
20140626,24.3,75.8,68.9,24.32
20140627,24.2,75.5,73.7,24.16
20140628,23.8,74.9,71.3,23.84
20140629,24.1,75.4,70.2,24.14
20140630,25.3,77.5,67.3,25.27
20140701,25.9,78.7,69.3,25.95
20140702,25.8,78.4,74.8,25.79
20140703,22.5,72.6,87.2,22.55
20140704,26.6,79.9,62.3,26.6
20140705,25.9,78.6,69.5,25.88
20140706,25.7,78.2,67.4,25.68
20140707,27,80.5,61.3,28.13
20140708,25.9,78.6,72.4,25.9
20140709,27.7,81.9,77,31
20140710,28.7,83.6,61,30.62
20140711,27.1,80.7,63,28.39
20140712,25.4,77.8,73.8,25.43
20140713,25.3,77.6,73.7,25.33
20140714,26.3,79.3,71.4,26.28
20140715,26.8,80.3,69.6,28.54
20140716,26.6,79.9,67.9,26.63
20140717,25.9,78.7,74.8,25.93
20140718,26.1,79,79.1,26.08
20140719,27.1,80.8,78.4,29.85
20140720,27.8,82.1,76.9,31.2
20140721,27.4,81.3,73.9,29.98
20140722,25.9,78.7,83,25.92
20140723,24,75.1,90,23.96
20140724,21.7,71.1,92.6,21.7
20140725,27.2,81,82.5,30.45
20140726,23.2,73.7,84.9,23.16
20140727,24.9,76.9,74.8,24.95
20140728,26.4,79.6,72.3,26.44
20140729,26.6,79.8,68.5,26.56
20140730,28.4,83.2,71,31.69
20140731,28.7,83.7,75.5,33.15
20140801,29.9,85.8,65.3,33.66
20140802,31.4,88.5,54.3,34.26
20140803,26.6,80,85.3,26.65
20140804,26.5,79.6,93.5,26.47
20140805,26.7,80,86.7,29.67
20140806,24.7,76.4,92.5,24.68
20140807,24.6,76.3,91.1,24.61
20140808,26.1,79,65.3,26.11
20140809,26.4,79.6,48.6,26.44
20140810,23.9,75,75.8,23.87
20140811,23.3,74,79.5,23.32
20140812,25.8,78.4,76.7,25.77
20140813,24.3,75.8,77.5,24.32
20140814,22.3,72.2,78.3,22.34
20140815,24.7,76.4,73.5,24.68
20140816,26.1,78.9,73.5,26.07
20140817,24.2,75.6,82,24.2
20140818,22.4,72.3,88.3,22.37
20140819,22.2,71.9,96.5,22.17
20140820,24.6,76.4,87.5,24.64
20140821,23.3,73.9,95.9,23.29
20140822,24.6,76.2,83.9,24.56
20140823,25.3,77.5,81,25.25
20140824,25.4,77.6,76.5,25.36
20140825,25.8,78.5,73.5,25.84
20140826,25.7,78.3,71.1,25.7
20140827,24.5,76.1,68,24.51
20140828,25,77,65.7,25.03
20140829,25.1,77.2,71.7,25.11
20140830,24.5,76.1,71.5,24.51
20140831,24.1,75.3,69.3,24.07
20140901,24.2,75.6,72.6,24.22
20140902,23.5,74.2,73.8,23.46
20140903,19.1,66.3,99.4,19.06
20140904,22.2,71.9,80.4,22.16
20140905,23.9,74.9,76.4,23.85
20140906,25.1,77.1,67.2,25.05
20140907,25.2,77.3,72,25.17
20140908,24.8,76.6,74,24.77
20140909,23.5,74.3,68.4,23.53
20140910,22.4,72.3,59.5,22.39
20140911,23.1,73.6,61.2,23.13
20140912,21.6,70.8,72.2,21.56
20140913,22.8,73.1,63.6,22.81
20140914,22.9,73.3,59.2,22.94
20140915,23.3,73.9,68.3,23.26
20140916,21.3,70.4,43.6,21.33
20140917,20.3,68.6,50.7,20.35
20140918,20.6,69,57.6,20.55
20140919,21.2,70.1,56.5,21.15
20140920,21.5,70.7,52.9,21.53
20140921,20.3,68.6,61,20.33
20140922,21.2,70.2,58.8,21.22
20140923,22.8,73.1,52.8,22.83
20140924,20.5,69,75.8,20.55
20140925,22,71.6,66.1,22
20140926,21,69.8,76.6,21.01
20140927,21.4,70.5,79.3,21.39
20140928,21.7,71.1,84.3,21.71
20140929,19.6,67.4,98.9,19.64
20140930,18.9,66,75.8,18.9
20141001,19,66.2,68.5,18.99
20141002,18.2,64.8,88.9,18.23
20141003,16.6,61.9,74.6,16.58
20141004,16.8,62.3,63.6,16.83
20141005,17.1,62.9,52.9,17.14
20141006,16.4,61.6,56.8,16.44
20141007,16.3,61.3,63.8,16.27
20141008,16.5,61.7,62.4,16.52
20141009,18.4,65.1,60.5,18.37
20141010,19,66.3,63.9,19.04
20141011,19.2,66.6,57.8,19.23
20141012,20.9,69.7,50,20.95
20141013,18.2,64.7,51.1,18.16
20141014,13.6,56.5,50.8,13.6
20141015,13.7,56.7,61.4,13.72
20141016,13.6,56.5,53.4,13.6
20141017,13.4,56,52.3,13.35
20141018,15.4,59.6,68.1,15.35
20141019,16.7,62.1,64,16.74
20141020,14.5,58.1,96.2,14.48
20141021,14.2,57.5,94.1,14.18
20141022,13.6,56.6,70.3,13.65
20141023,13.6,56.5,67.4,13.62
20141024,14.9,58.8,77.5,14.9
20141025,16.5,61.6,80.8,16.45
20141026,16.2,61.1,82.5,16.18
20141027,11.1,52,35.8,11.12
20141028,10.1,50.2,42.4,10.1
20141029,11.9,53.5,46.5,11.93
20141030,13.9,57,46,13.89
20141031,14.9,58.9,58.5,14.93
20141101,17.4,63.3,62.8,17.39
20141102,12.6,54.6,53.7,12.58
20141103,9.2,48.6,38,9.23
20141104,11.2,52.2,60,11.23
20141105,12,53.6,66,12.01
20141106,13.9,57,64.3,13.86
20141107,10,50.1,51.9,10.03
20141108,9.9,49.9,61.8,9.93
20141109,10,50.1,48.3,10.05
20141110,9.5,49.1,48.5,9.51
20141111,9.3,48.7,63.2,9.28
20141112,6.9,44.4,56.6,6.9
20141113,-0.2,31.6,36.7,-0.22
20141114,4,39.1,54.9,3.97
20141115,4.1,39.3,41,4.06
20141116,6.6,43.9,36.7,6.6
20141117,6.3,43.3,77.1,6.27
20141118,5,41,55.1,5.02
20141119,5.5,41.9,55,5.5
20141120,7.7,45.9,61.7,7.74
20141121,10.8,51.5,62.6,10.82
20141122,11.4,52.5,88.7,11.37
20141123,8.9,48,82.2,8.9
20141124,9.8,49.7,60,9.83
20141125,10.1,50.2,55.5,10.12
20141126,11,51.8,57,10.99
20141127,10.3,50.5,69.8,10.29
20141128,9,48.2,87.1,8.98
20141129,8.2,46.7,84.8,8.18
20141130,9,48.2,88,8.99
20141201,0.1,32.1,63.4,0.05
20141202,-5.8,21.6,41.8,-5.78
20141203,-3.3,26.1,70.3,-3.29
20141204,-4.3,24.3,43.7,-4.28
20141205,-6.6,20.2,44.4,-6.55
20141206,-5.6,22,49.1,-5.58
20141207,-3.8,25.1,43.9,-3.84
20141208,-1.3,29.6,48.4,-1.34
20141209,-2.6,27.3,45.5,-2.6
20141210,1.2,34.2,54.9,1.23
20141211,-0.9,30.5,67.8,-0.85
20141212,-3.9,25,67.9,-3.87
20141213,-5,23,48.7,-5.02
20141214,-4,24.8,57.5,-3.98
20141215,-0.2,31.7,83.8,-0.15
20141216,-4,24.7,59.1,-4.03
20141217,-8.9,16,41.3,-8.91
20141218,-8.5,16.7,37.9,-8.5
20141219,-4.4,24.2,50.8,-4.35
20141220,-1.3,29.7,65.2,-1.3
20141221,-6.1,21,58.5,-6.12
20141222,-5,22.9,64.4,-5.03
20141223,-1.8,28.8,67.2,-1.76
20141224,2,35.6,67.5,2.03
20141225,-2.5,27.5,52.7,-2.48
20141226,-3.2,26.2,44.6,-3.21
20141227,-1.9,28.6,47.1,-1.88
20141228,-1,30.3,63.1,-0.97
20141229,2.6,36.7,72.5,2.62
20141230,2.2,36,65,2.2
20141231,-1.4,29.4,50.4,-1.44
20150101,-7.7,18.2,39.4,-7.66
20150102,-6.1,21,46.7,-6.12
20150103,-3.4,25.9,55.3,-3.38
20150104,2.5,36.6,69,2.54
20150105,3.4,38.1,73,3.36
20150106,-2.2,28.1,57,-2.17
20150107,-5.6,21.9,33.3,-5.59
20150108,-5.2,22.6,44,-5.21
20150109,-2.3,27.9,59.3,-2.26
20150110,-0.5,31.1,53.8,-0.49
20150111,0,32,60.5,0.01
20150112,-2.6,27.3,37.5,-2.61
20150113,-0.3,31.5,40.4,-0.25
20150114,2.3,36.2,40.5,2.34
20150115,3,37.4,49.8,2.98
20150116,1.1,34,74.4,1.13
20150117,-3.8,25.1,47.7,-3.84
20150118,-1.8,28.7,60.1,-1.82
20150119,0.3,32.6,71.3,0.33
20150120,-1.4,29.6,57.3,-1.35
20150121,2.5,36.5,56.5,2.51
20150122,3.2,37.7,62.3,3.16
20150123,1.3,34.3,65.6,1.27
20150124,3.5,38.4,62.2,3.54
20150125,2.8,37,75.9,2.8
20150126,3.9,39,82,3.88
20150127,-2.9,26.8,57,-2.9
20150128,-4.3,24.3,48.9,-4.3
20150129,-1.3,29.7,56.7,-1.26
20150130,-2.8,26.9,51.8,-2.84
20150131,-4.6,23.8,46,-4.55
20150201,-3,26.7,45.5,-2.95
20150202,-0.7,30.7,46.7,-0.73
20150203,0.6,33,53.7,0.57
20150204,0.5,32.9,66.3,0.49
20150205,-0.1,31.9,58.1,-0.07
20150206,0.3,32.5,56.5,0.3
20150207,1.5,34.6,64.7,1.46
20150208,-9,15.8,34.1,-8.98
20150209,-6.4,20.5,52.4,-6.4
20150210,1.4,34.6,68,1.43
20150211,2.9,37.1,63.1,2.85
20150212,-1.9,28.5,36.3,-1.93
20150213,-1.9,28.6,44.6,-1.9
20150214,1.6,34.9,71.6,1.59
20150215,7.5,45.5,64.1,7.5
20150216,5.3,41.6,87.4,5.35
20150217,2.3,36.1,77,2.25
20150218,0.8,33.4,72.9,0.76
20150219,2.2,35.9,66.3,2.15
20150220,4.6,40.3,57.9,4.61
20150221,5.7,42.2,73.3,5.69
20150222,4.1,39.3,64.8,4.08
20150223,0.9,33.6,59.3,0.9
20150224,2.1,35.8,60.1,2.13
20150225,5,41.1,49.6,5.03
20150226,1.7,35.1,60,1.74
20150227,-1.4,29.5,35.9,-1.38
20150228,2.3,36.1,40.2,2.29
20150301,2.7,36.9,56.5,2.72
20150302,3.5,38.2,45.8,3.45
20150303,3.3,37.9,67.3,3.27
20150304,-2,28.5,42.2,-1.95
20150305,-0.4,31.3,42.8,-0.37
20150306,2.7,36.9,36.8,2.72
20150307,4.1,39.3,45.5,4.05
20150308,7.3,45.1,43.8,7.27
20150309,3.4,38.1,42.6,3.37
20150310,-3.6,25.5,30.1,-3.62
20150311,0.2,32.3,43.9,0.17
20150312,1.6,34.9,41,1.63
20150313,5.7,42.3,47.5,5.71
20150314,4.2,39.6,29.7,4.22
20150315,5.3,41.5,40.5,5.28
20150316,9.2,48.5,45.6,9.19
20150317,10.7,51.3,49.8,10.72
20150318,10.7,51.3,61.9,10.7
20150319,12.4,54.3,51.8,12.4
20150320,13.4,56.2,35.6,13.43
20150321,11.8,53.3,30.5,11.83
20150322,8.7,47.7,36.6,8.71
20150323,4.7,40.4,23.8,4.65
20150324,5.3,41.5,29.3,5.27
20150325,6.4,43.5,48,6.4
20150326,7.7,45.9,44.2,7.74
20150327,9,48.1,52.5,8.96
20150328,9.4,48.9,36.5,9.38
20150329,10.4,50.7,58,10.37
20150330,12.9,55.2,58.8,12.87
20150331,12.7,54.9,78.3,12.73
20150401,13.1,55.6,70.7,13.1
20150402,14.6,58.3,66.5,14.58
20150403,10.7,51.3,85.2,10.73
20150404,13.3,56,50.4,13.32
20150405,10.6,51.1,72.5,10.62
20150406,10.5,50.9,59.7,10.49
20150407,8.5,47.3,58.6,8.5
20150408,8.3,47,53.7,8.33
20150409,9.5,49.1,44,9.49
20150410,11.3,52.4,40.6,11.33
20150411,13.3,56,40.6,13.33
20150412,14.7,58.5,30.5,14.72
20150413,12.3,54.1,50.3,12.25
20150414,7.1,44.7,89.7,7.05
20150415,10.7,51.3,73.6,10.7
20150416,10.3,50.6,70.7,10.32
20150417,10.4,50.6,47.4,10.35
20150418,14.5,58.1,34.2,14.52
20150419,15.1,59.2,67.2,15.09
20150420,12.2,53.9,77.3,12.19
20150421,13.9,57.1,50.1,13.95
20150422,14.1,57.4,44.6,14.12
20150423,14.3,57.7,43.4,14.28
20150424,15.8,60.5,38.4,15.81
20150425,15.9,60.5,31.8,15.85
20150426,17,62.7,35.5,17.03
20150427,18.5,65.3,41.3,18.48
20150428,19.9,67.9,34.6,19.92
20150429,17.1,62.8,76.3,17.11
20150430,21,69.9,57.9,21.04
20150501,21,69.8,58.3,21.02
20150502,20.5,69,63,20.53
20150503,18.4,65.1,89.9,18.37
20150504,16.5,61.6,50.5,16.45
20150505,14.1,57.5,37.3,14.15
20150506,15.4,59.7,34.6,15.37
20150507,16.5,61.7,34.9,16.5
20150508,16.5,61.7,64.8,16.51
20150509,17.7,63.9,54.7,17.74
20150510,19.1,66.3,40.3,19.08
20150511,18.3,64.9,58.4,18.27
20150512,13.6,56.4,77.7,13.58
20150513,17,62.5,59,16.96
20150514,20.3,68.6,61.9,20.32
20150515,19.3,66.7,74.2,19.26
20150516,18.2,64.7,41,18.18
20150517,18.3,64.9,43.8,18.29
20150518,17.7,63.9,47.8,17.71
20150519,14.9,58.8,89,14.9
20150520,16.1,61,62.3,16.11
20150521,18.7,65.7,49.5,18.7
20150522,19.9,67.9,45.5,19.93
20150523,20.5,69,39.8,20.53
20150524,21,69.9,34.9,21.03
20150525,20.9,69.7,50.8,20.93
20150526,21.4,70.5,49.4,21.4
20150527,23.1,73.5,34.9,23.05
20150528,24.3,75.8,26.1,24.34
20150529,23.6,74.5,35.8,23.64
20150530,20.2,68.4,67.2,20.2
